athleteID,Name,imageURL,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026
103123,Keenan Hayes,https://prorodeo.com/images/2023/1/11/Keenan_Hayes_BB_TCH_2022_.png,0,4635.83,4635.83,10465.41,21800.43,45927.77,50281.47,67908.85,79625.92,127987.7,149393.1,153570.34
72018,Kody Lamb,https://prorodeo.com/images/2023/2/27/Kody_Lamb_BB_2021_RNCFR.png,0,0,0,0,14825.29,21819.5,21819.5,37827.54,37827.54,50821.75,62196.59,62196.59
94661,Lane McGehee,https://prorodeo.com/images/2023/3/29/Lane_McGehee__BB_2022_Cinch_71.png,0,0,0,311.32,5457.82,14894.85,14894.85,19590.93,33410.57,45107.74,50115.2,58178.35
96172,Leighton Berry,https://prorodeo.com/images/2023/2/22/03_Leighton_Berry_BB_2022_NFR.png,1872.22,1872.22,1872.22,1872.22,25480,36462.41,66010.04,71641.55,82946.38,122663.25,145997.29,153194.76
101595,Luke Thrash,https://prorodeo.com/images/2023/1/11/Luke_Barlow_Thrash_BB_2021_SECF_2021_mike_ras_px_den.png,5439.19,17833.95,17833.95,22300.34,27292.52,35139.02,50033.01,66248.38,85355.85,126163.74,148049.72,152922.66
105377,Mason Stuller,https://prorodeo.com/images/2024/3/5/2023_Mason_Stuller_BB_Columbia_River_Circuit_Finals_Sales70903.png,9936.74,9936.74,18123.64,18123.64,30796.44,46037.24,55631.01,57598.65,63751.87,90566.28,107011.98,111720.84
107826,Mason Yancy,https://prorodeo.com/images/2026/9/8/Yancy_Mason_MBD_1662.png,3507,4623.21,4623.21,4623.21,7846.39,7846.39,7846.39,8674.96,15100.47,28771.51,42987.71,45718.6
99782,Nick Pelke,https://prorodeo.com/images/2023/3/29/Nick_Pelke_2021_GLCF.png,0,8688.28,13860.53,13860.53,24385.03,29062.69,31009.76,32603.66,40159.4,70576.03,94165.06,100702.66
59635,Orin Larsen,https://prorodeo.com/images/2021/5/3/orin_larsen.png,7738.84,7738.84,14519.85,14519.85,39119.72,47640.22,57158.68,68813.3,68813.3,78193.74,97248.49,105851.63
106144,Owen Brouillette,https://prorodeo.com/images/2025/3/4/Owen_headshot.png,2263.44,9090.77,9090.77,10561.51,12264.54,14598.46,15108.06,16959.36,17648.68,23287.68,31646.13,36348.37
56153,R.C. Landingham,https://prorodeo.com/images/2023/3/29/RC_Landingham_BB_2022_NFR.png,0,0,18516.75,26910.75,33674.11,48918.69,54044.33,63854.67,86945.65,111676.59,143312.52,152431.04
103407,Rocker Steiner,https://prorodeo.com/images/2026/4/6/Rocker_Steiner.png,0,0,0,0,19423.99,104859.02,111914.08,122142.35,122142.35,122142.35,122142.35,122142.35
107866,Roedy Farrell,https://prorodeo.com/images/2026/9/8/Farrell_Roedy_MBD_2277.png,6977.5,6977.5,6977.5,7681.71,12521.99,19672.29,19672.29,22725.51,42410.49,79508.7,83625.35,85374.55
108687,Sage Allen,https://prorodeo.com/images/2024/7/8/24_Sage_Allen.png,0,1835.65,1835.65,7011.53,12835.52,19301.55,26162.19,26162.19,30797.81,30797.81,33480.58,33480.58
102744,Sam Petersen,https://prorodeo.com/images/2023/4/10/12816_Petersen_Sam_copy_jpgEdit.png,0,0,8778.17,22377.5,33325.07,41339.65,42331.12,43651.95,45770.09,45770.09,45770.09,45770.09
53685,Tanner Aus,https://prorodeo.com/images/2024/1/30/Aus_Tanner_NFR_23_.png,0,7523.75,8289.19,8289.19,12204.37,35088.42,42556.48,46979.02,60958.37,110752.75,119037.27,123245.79
70491,Taylor Broussard,https://prorodeo.com/images/2023/3/28/Taylor_Broussard_BB_2021_NFR__71.png,3440.36,10000.77,10000.77,11759.28,23811.96,28503.9,29158.35,32325.95,36681.26,44424,49087.04,49087.04
21197,Tilden Hooper,https://prorodeo.com/images/2020/9/25/06_Tilden_Hooper_BB_2019.png,0,0,0,0,31462.61,33621.71,37203.75,37203.75,46820.97,67476.38,76663.55,81370.69
60238,Tim O'Connell,https://prorodeo.com/images/2024/2/5/O_Connell_Tim_NFR_23_.png,0,0,0,0,7599.61,14229.09,14229.09,21432.77,26159.71,30263.01,58576.06,67321.18
110862,Toby Deudney,https://prorodeo.com/images/2026/9/8/Deudney_Toby_10_7_25_TCF_R1_Phifer_A_999_JPG.png,2096.22,2096.22,2096.22,2096.22,4030.82,9325.58,18016.09,23811.54,32767.48,40734.17,56579.25,56579.25
94487,Tristan Hansen,https://prorodeo.com/images/2023/3/28/Tristan_Hansen__2023_MTCF_.png,1179.07,3082.03,3082.03,5631.18,18769.7,21338.75,23669.91,25528.97,40647.24,53856.45,61969.21,62300.4
110455,Tucker Carricato,https://prorodeo.com/images/2026/9/8/Carricato_TuckerMBD_2334_71.png,7620.82,7620.82,7620.82,8433.49,10271.61,14324.78,24866.38,27083.88,27451.74,33506.95,38806.44,40977.94
71133,Ty Fast Taypotat,https://prorodeo.com/images/2020/9/25/BB_Ty_Taypotat_2018.png,0,0,0,0,17804.07,17804.07,17804.07,17804.07,17804.07,39131.55,60485.69,60485.69
107958,Wacey Schalla,https://prorodeo.com/images/2026/2/27/Wacey_PRCA_Headshot.png,0,0,0,20493.75,65094.16,99549.32,110017.73,110017.73,110017.73,110017.73,110017.73,112380.25
105796,Weston Timberman,https://prorodeo.com/images/2025/2/24/Weston_Timberman.png,0,802.79,802.79,4486.2,8644.27,20199.48,25926.74,49750.75,57560.13,57560.13,57560.13,57560.13
