athleteID,Name,imageURL,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026
101479,Logan Spady,https://prorodeo.com/images/2022/9/20/Logan_Spady_headshot.png,2154.98,4309.95,6464.93,8619.9,10774.88,12929.86,15084.83,17239.81,19394.78,21549.76,23704.73,25859.71
92000,Marcus Theriot,https://prorodeo.com/images/2023/3/27/Marcus_Theriot_2021_RNCFR.png,13166.04,13166.04,13166.04,15800.04,25206.02,40481.78,40904.78,49582.48,49582.48,49582.48,49582.48,49582.48
96229,Paden Bray,https://prorodeo.com/images/2021/4/21/bray.png,3444.92,3444.92,3444.92,7566.17,15120.97,30872.8,37194.49,37194.49,41536.18,77498.27,102790.92,105498.33
54663,Paul David Tierney,https://prorodeo.com/images/2023/4/3/Paul_Tierney_TD_2020_71.png,0,0,0,3809.32,3809.32,3809.32,3809.32,11169.58,14506.81,16952.26,20182.72,22552.81
76752,Riley Wakefield,https://prorodeo.com/images/2022/2/7/Riley_Wakefield_2021.png,0,14877.11,14877.11,14877.11,14877.11,14877.11,14877.11,14877.11,14877.11,31689.46,56884.75,56884.75
72224,Robbie Erck,,0,652.46,652.46,9131.41,9131.41,9131.41,9131.41,9131.41,10629.77,12940.59,16706.23,17381.15
20641,Russell Cardoza,http://s3.amazonaws.com/prorodeo.com/images/2018/5/26/2017_Russell_Cardoza.jpg,2765.37,2765.37,2765.37,3403.86,3751.66,3751.66,13121.4,16764.82,20654.07,28432.43,31699.75,31699.75
53843,Seth Hall,https://prorodeo.com/images/2022/1/7/seth_hall.png,0,5217.5,5217.5,5217.5,5816.24,15925.45,17367.6,22062.87,30360.12,34738.03,52170.77,54114.22
100966,Slade Wood,https://prorodeo.com/images/2023/1/25/Slade_Wood__10_11_22_Waco_TX_TCF_Phifer_AP_341.png,6553.65,29173.33,29173.33,29224.27,29224.27,29224.27,29224.27,31208.66,31208.66,44079.04,58891.22,59324.66
59613,Steele De Paoli,,2486.29,4972.58,7458.87,9945.16,12431.45,14917.74,17404.02,19890.31,22376.6,24862.89,27349.18,29835.47
96898,Stetson Wright,https://prorodeo.com/images/2026/4/9/Stetson_Wright.png,0,1173.14,1173.14,31522.81,70934.82,165477.33,201934.88,233985.06,245974.55,293783.19,333016.88,357678.82
20913,Steve Kuntz,,0,0,0,0,1149.2,1669.49,2441.75,4486.25,12080.66,14485.63,18949.8,19635.87
94265,Tanner Green,https://prorodeo.com/images/2022/2/10/Tanner_Green.png,3811.88,3811.88,3811.88,3811.88,9296.24,10254.61,18122.48,18316.67,29696.61,44700.18,46502.39,46502.39
109090,Tanner Scheevel,,131.41,5301.93,5301.93,6216.16,6216.16,9043.01,9696.97,16426.5,18101.2,25466.69,32325.97,32325.97
108143,Thayne Elshere,,11309.02,13413.7,13413.7,18923.96,22600.96,22600.96,29667.28,30555,34806.21,34806.21,42096.63,43015.08
94319,Trevin Baumann,https://prorodeo.com/images/2022/7/25/Trevin_Baumann_headshot.png,0,0,0,1835.6,1835.6,1835.6,1835.6,1835.6,2603.58,8333.42,14230.12,18310.66
96133,Trey Gallais,,2278.41,4556.81,6835.22,9113.62,11392.03,13670.44,15948.84,18227.25,20505.65,22784.06,25062.46,27340.87
98574,Tuftin McLeod,,0,0,0,0,0,0,0,29724.24,29724.24,29724.24,29724.24,29724.24
72793,Tyler Forsberg,,655.18,655.18,1294.83,1294.83,1294.83,4135.56,8669.72,14049.82,17117.27,17117.27,23449.32,24933.93
107958,Wacey Schalla,https://prorodeo.com/images/2026/2/27/Wacey_PRCA_Headshot.png,0,0,0,15180.48,55811.62,107643.14,119932.6,119932.6,119932.6,119932.6,119932.6,119932.6
