athleteID,Name,imageURL,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026
72231,Lightning Aguilera,https://prorodeo.com/images/2023/1/25/Lightning_Aguilera_2022.png,11150.93,22301.86,33452.79,44603.71,55754.64,66905.57,78056.5,89207.43,100358.36,111509.28,122660.21,133811.14
15892,Luke Brown,https://prorodeo.com/images/2020/9/25/01_TR_Header_Luke_Brown_2019.png,6506.6,13013.21,19519.81,26026.41,32533.02,39039.62,45546.22,52052.83,58559.43,65066.03,71572.64,78079.24
93234,Nelson Wyatt,https://prorodeo.com/images/2020/9/28/TR_Nelson_Wyatt_2019.png,8212.31,16424.62,24636.94,32849.25,41061.56,49273.87,57486.18,65698.49,73910.8,82123.12,90335.43,98547.74
108090,Riley Kittle,,5772.09,11544.17,17316.26,23088.34,28860.43,34632.51,40404.6,46176.68,51948.77,57720.85,63492.94,69265.02
21013,Riley Minor,https://prorodeo.com/images/2020/9/25/16_TR_header_Riley_Minor_2019.png,7606.97,15213.95,22820.92,30427.9,38034.87,45641.85,53248.82,60855.79,68462.77,76069.74,83676.72,91283.69
57908,Shay Dixon Carroll,https://prorodeo.com/images/2020/9/25/14_TR_heeler_Shay_Carroll_2019.png,5809.06,11618.12,17427.19,23236.25,29045.31,34854.37,40663.43,46472.49,52281.56,58090.62,63899.68,69708.74
21063,Spencer Mitchell,https://prorodeo.com/images/2020/9/28/TR_Spencer_Mitchell_2018.png,4811.08,9622.16,14433.23,19244.31,24055.39,28866.47,33677.54,38488.62,43299.7,48110.78,52921.85,57732.93
97653,Tanner Tomlinson,https://prorodeo.com/images/2024/2/8/Tomlinson_Tanner_NFR_23_.png,11099.77,22199.55,33299.32,44399.09,55498.87,66598.64,77698.41,88798.19,99897.96,110997.73,122097.51,133197.28
101005,Tee McLeod,,7331.1,14662.21,21993.31,29324.41,36655.51,43986.62,51317.72,58648.82,65979.92,73311.02,80642.13,87973.23
105543,Ty Vaile,,4455.95,8911.89,13367.84,17823.78,22279.73,26735.67,31191.62,35647.56,40103.5,44559.45,49015.4,53471.34
108883,Tyler Tryan,https://prorodeo.com/images/2024/8/8/Tyler_Tryan_IMG_2194.png,12239.27,24478.53,36717.8,48957.07,61196.33,73435.6,85674.87,97914.13,110153.4,122392.67,134631.93,146871.2
