athleteID,Name,imageURL,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026
95220,Dawson Hay,https://prorodeo.com/images/2024/1/30/Hay_Dawson_NFR_23_.png,0,0,0,0,0,9439.09,17739.41,34303.75,42175.77,60890.47,60890.47,60890.47
104068,Gus Gaillard,https://prorodeo.com/images/2025/8/21/Gus_Galliard.png,19231.56,19231.56,19231.56,29063.25,39226.14,44362.41,52073.78,57143.29,69712.94,109406.38,133219.39,133815.59
103273,Ira Dickinson,https://prorodeo.com/images/2023/3/16/Ira_Dickinson_2022_MSCF.png,8018.25,8018.25,8018.25,8018.25,14771.54,18215.79,18215.79,25264.8,26408.22,44112.11,52842.85,53995.43
92752,Jake Finlay,https://prorodeo.com/images/2021/4/9/Jake_Finlay.png,877.42,877.42,2654.33,2654.33,8500.25,18764.15,20512.18,31132.44,40194.44,88496.52,91450.87,91450.87
110081,James Perrin,,0,0,0,6559.91,16641.02,19662.4,22041.89,25403.05,25403.05,29630.59,40703.43,45709.84
99732,K's Thomson,https://prorodeo.com/images/2021/8/5/Ks_Thomson.png,0,0,0,0,5197.95,11788.42,11788.42,17422.28,17422.28,32034.17,42020.38,52374.17
100005,Kade Bruno,https://prorodeo.com/images/2023/2/21/Kade_Bruno_2022_NFR_SB.png,11653.37,11653.37,20294.2,26622.34,43296.97,83522.32,87000.9,87000.9,126840.55,182240.01,190748.17,199515.35
107422,Kaden Horrocks,,3910.44,7790.45,12807.6,12807.6,18180.13,20273.87,22284.03,24863.82,33478.88,36180.2,52053.29,54127.36
95651,Kolby Wanchuk,https://prorodeo.com/images/2023/3/24/08_KOLBY_WANCHUK__SB_2022_NFR.png,0,0,6966.14,13716.24,30318.18,61796.88,77328.9,90991.29,90991.29,120574.28,135339.6,146323.93
95919,Kole Ashbacher,https://prorodeo.com/images/2023/2/23/KOLE_ASHBACHER_SB_2022_NFR__71.png,4027.84,4027.84,4027.84,8622.03,18574.23,46056.27,49980.71,49980.71,49980.71,61325.4,70994.86,74171.25
108008,Kyle Wanchuk,,0,0,0,0,8079.22,14365.06,14365.06,14365.06,22471.45,33869.71,46515.36,46515.36
71233,Layton Green,https://prorodeo.com/images/2023/2/23/LAYTON_GREEN_SB_2022_NFR_.png,0,0,0,0,13678.29,26438.09,26438.09,36035.08,42156.89,55170.02,68890.79,68890.79
94580,Lefty Holman,https://prorodeo.com/images/2023/3/24/02_LEFTY_HOLMAN_SB_2022_NFR.png,0,0,8227.69,8227.69,21190.75,33822.28,39761.68,44599.4,67390.47,94933.31,109284.76,114288.07
92067,Leon Fountain,https://prorodeo.com/images/2023/1/24/Leon_Fountain_2022.png,1271.73,3349.97,3349.97,3349.97,8618.28,9941.23,13520.75,16977.58,19616.14,41644.28,47016.75,47575.02
96096,Logan Hay,https://prorodeo.com/images/2023/2/23/Logan_Hay_2022_NFR_SB.png,0,0,3668.26,8381.27,20834.23,33187.73,39639.28,47407.26,47407.26,79035.28,99305.33,99305.33
99563,Lucas Macza,https://prorodeo.com/images/2022/2/24/Lucas_Macza_2022_01_.png,0,0,0,0,18402.15,29158.98,29158.98,29158.98,29158.98,41668.42,41668.42,41668.42
76938,Mitch Pollock,https://prorodeo.com/images/2021/6/13/mitch_pollok.png,0,2176.25,2176.25,2176.25,3301.25,8424.15,8424.15,11615.63,20422.91,25732.44,49743.76,56934.76
103410,Q Taylor,https://prorodeo.com/images/2023/2/2/Q_Taylor_TCH_2022.png,0,0,12738.98,23177.38,42892.86,61635.85,61635.85,61635.85,83527.97,124040.02,157890.7,168947.15
109879,Regan Lyons,,2662.94,4101.21,4101.21,6484.76,6493.31,7380.65,9572.49,11505.71,25511.18,37311.06,40541.1,40541.1
98182,Riggin Smith,https://prorodeo.com/images/2020/9/25/16_Riggin_Smith_SB_2019.png,6293.4,6293.4,6293.4,6293.4,17744.71,23431.71,25582.9,33942.42,39050.48,45620.67,47018.29,47018.29
75432,Roper Kiesner,,3350.47,5181.23,5181.23,5356.83,9735.19,12383.76,15315.69,16311.47,16311.47,29368.94,37601.36,37601.36
94636,Ross Griffin,https://prorodeo.com/images/2023/3/10/Ross_Griffin_2022__71.png,2334.96,11728.84,11728.84,11728.84,12646.17,20160.53,21905.54,22736.5,34573.44,57434.38,57780.97,57780.97
72941,Rusty Wright,https://prorodeo.com/images/2026/5/13/Rusty_Wright.png,15379.74,25668.07,37587.81,47461.5,96350.9,127192.69,152637.88,172633.24,176542.18,194952.93,246445.63,250056.08
98225,Ryder Sanford,https://prorodeo.com/images/2023/1/14/Ryder_Sanford_2022_SECF_rastelli.png,408.43,11153.76,11153.76,24482.32,36800.16,44450.16,44450.16,44450.16,44450.16,45907.39,45907.39,45907.39
93520,Ryder Wright,https://prorodeo.com/images/2023/2/22/Ryder_Wright_2022_NFR_SB_.png,5468.74,8772.66,8772.66,13414.02,31299.93,36740.24,47212.29,53041.68,92469.65,177722.35,230056.78,234418
94098,Sage Newman,https://prorodeo.com/images/2023/2/21/SAGE_NEWMAN_SB_2022_NFR_71.png,0,0,0,23755.52,34535.78,44246.09,47929.4,74749.2,111551.67,160457.83,206007.64,210836.9
73038,Shorty Garrett,https://prorodeo.com/images/2023/1/24/Shorty_Garrett_2022_.png,0,426.67,2175.05,5865.4,10483.11,46422.83,48158.92,57380.24,74008.83,101731.02,113620.07,115265.73
102896,Statler Wright,https://prorodeo.com/images/2024/3/7/2024_Statler_Wright.png,0,0,0,7563.64,25892.58,34007.87,37199.04,41657.66,54302.3,75082.6,100695.73,105312.22
96898,Stetson Wright,https://prorodeo.com/images/2026/4/9/Stetson_Wright.png,0,1354.05,1354.05,12971.06,60281.75,135374.98,153127.96,171598.25,178235.27,201525.44,229133.35,231504.08
97853,Tanner Butner,https://prorodeo.com/images/2024/2/8/Butner_Tanner_NFR_23_.png,0,0,0,8163.06,12459.75,22191.64,24846.24,24846.24,32701.38,72650.36,109243.98,113479.74
107909,Tucker Bourdet,,0,0,7196.07,7196.07,8281.77,8281.77,10105.31,14915.46,16849.98,24754.69,39024.9,39657.89
103653,Tyrel Roberts,,0,0,0,4545.73,9678.61,18193.68,26545.73,32773.94,42735.82,54860.65,62158.61,66534.84
110016,Waitley Sharon,https://prorodeo.com/images/2026/9/8/Sharon_Waitley_MBD_0260_71.png,1918.93,1918.93,1918.93,13185.68,18397.08,23523.31,29133.5,31736,41620.55,88129.92,134782.25,155038.44
102973,Weston Patterson,https://prorodeo.com/images/2023/2/2/Weston_Patterson_SB_2021.png,2382.95,2382.95,4117.36,9558.89,14225.88,26711.06,34931.41,38731.22,43223.99,59223.38,62723.55,63066.07
98040,Will Pollock,https://prorodeo.com/images/2023/3/16/Will_Pollock_2022_Waco_.png,0,601.6,601.6,2426.61,6364.58,10193.29,12558.33,14052.72,21436.54,30975.91,37816.85,37816.85
91875,Wyatt Casper,https://prorodeo.com/images/2024/2/5/Casper_Wyatt_NFR_2023_.png,42964.49,42964.49,47504.43,55884.45,56766.04,62438.29,62438.29,65796.88,89416.64,165030.57,183548.17,188538.4
105381,Zachary Dallas,https://prorodeo.com/images/2024/4/1/24_Zac_Dallas.png,6810.4,16356.58,16356.58,16356.58,23446.14,31008.23,38456.14,44867.04,59277.8,86550.21,119158.46,124202.13
72972,Zeke Thurston,https://prorodeo.com/images/2024/2/5/Thurston_Zeke_NFR_23_.png,0,0,0,0,24763.15,56365.63,78305.46,91695.34,109358.36,138631.8,197545.22,214987.74
